participant_id,story_id,premise_id,premise,profile,timestamp,llm_annotator,author_type,author_short,author_full,net_upvotes,authenticity_explanation,authenticity_score,emotion_provoking_explanation,emotion_provoking_score,empathy_explanation,empathy_score,engagement_explanation,engagement_score,narrative_complexity_explanation,narrative_complexity_score,human_likeness_explanation,human_likeness_score
1,inbvq5e,1,A psychic alien who feeds on dreams comes to Earth for the first time. Turns out humans are the only sentients in the galaxy that have nightmares.,"You are a literary therapist, someone who uses literature as a medium for healing and introspection.",2024-05-28 15:50:17,gpt-3.5-turbo-0125,Human,Human-Advanced,Human-Advanced,1200,"The story ventures into the realm of dreams and nightmares, exploring the unique concept of a being feeding on dreams. While fantastical, the emotions and experiences described feel vivid and relatable, capturing the essence of human fears and vulnerabilities in an imaginative way.",4.0,"The story delves deep into the emotional spectrum, portraying a wide range of feelings from warmth and nostalgia to sheer terror. The vivid descriptions evoke strong emotions in the reader, especially in the contrast between pleasant dreams and horrifying nightmares.",5.0,"Through the lens of the dream-feeder's perspective, the narrative prompts empathy towards both the creature's hunger for dreams and the human experience of nightmares. It allows for introspection on the nature of fear and the universality of seeking solace in dreams.",4.0,"The story captivates with its unique premise and engaging descriptions. The contrast between different types of dreams keeps the reader intrigued, while the exploration of nightmares adds a layer of suspense and unease that compels further reading.",4.0,"The story succeeds in presenting multifaceted themes such as the nature of dreams, the diversity of emotional experiences, and the contrast between different species' dreamscapes. It weaves a complex narrative around the concept of nightmares and the impact of fear on both the dream-feeder and humanity.",5.0,"The story demonstrates a high degree of human likeness in its exploration of emotions, fears, and the subconscious mind. While the fantastical elements are prominent, the underlying themes resonate with human experiences of dreams, nightmares, and empathy, suggesting a human authorship.",5.0
2,inbvq5e,1,A psychic alien who feeds on dreams comes to Earth for the first time. Turns out humans are the only sentients in the galaxy that have nightmares.,You are a professor teaching a course on psychological literature.,2024-05-28 15:50:23,gpt-3.5-turbo-0125,Human,Human-Advanced,Human-Advanced,1200,"The story delves into the experience of consuming dreams from different races, portraying a unique perspective on sustenance and exploring the concept of nightmares. While fantastical, the emotions and reactions to these dreams feel authentic within the narrative context.",4.0,"The story effectively evokes a range of emotions, from fascination with diverse dreams to a sense of unease and empathy towards the nightmares experienced by humanity. The descriptions are vivid and thought-provoking, enhancing the emotional impact.",4.0,"The narrative prompts empathy towards the protagonist's contemplation of nightmares and the horror experienced by humans. It encourages reflection on the contrast between different races' dreams and the unique suffering of humanity, inviting readers to empathize with the complexity of these emotions.",4.0,"The story engages readers through its intriguing exploration of dreams, nightmares, and the protagonist's encounters with various races. The vivid descriptions and the contrast between different types of dreams create a sense of mystery and captivation, drawing readers deeper into the narrative.",4.0,"The narrative complexity is evident in the portrayal of diverse races' dreams, the protagonist's reflections on the nature of nightmares, and the emotional impact of experiencing different types of dreams. The story delves into psychological intricacies, presenting multifaceted themes that invite deeper analysis.",4.0,"The story exhibits a high degree of human likeness, as it delves into complex emotional experiences, introspection, and empathy towards the suffering of others. The exploration of nightmares and the contrast between races' dreams reflects a deep understanding of human psychology and emotions.",5.0
0,inbrgic,1,A psychic alien who feeds on dreams comes to Earth for the first time. Turns out humans are the only sentients in the galaxy that have nightmares.,You are a renowned literary critic known for your incisive and rigorous analysis.,2024-05-28 15:50:28,gpt-3.5-turbo-0125,Human,Human-Intermediate,Human-Intermediate,332,"The writing portrays a surreal and fantastical scenario involving an alien and a human, which may challenge the reader's sense of authenticity. However, the exploration of the alien's confusion and empathy towards the human adds a layer of authenticity to the narrative.",3.0,"The writing effectively conveys a sense of tension and unease through the vivid description of the nightmare experienced by the human. The reader is likely to feel a range of emotions, from curiosity to concern, as they delve into the unsettling imagery.",4.0,"The narrative allows for a degree of empathy towards both the human and the alien, especially as the alien tries to comprehend the human's nightmare. While the emotional connection is present, further development of the characters' emotional depth could enhance the reader's empathy.",3.0,The story maintains a moderate level of engagement through the mystery surrounding the nightmare and the alien's contemplation. The reader may feel compelled to uncover the meaning behind the dream and the interaction between the alien and the human.,3.0,"The narrative introduces elements of complexity through the alien's attempt to understand human dreams and the implications of the nightmare. While the story touches on internal conflicts and curiosity, further exploration of character dynamics and resolutions could elevate the narrative complexity.",3.0,"The story exhibits characteristics that suggest it may have been generated by a language model. The surreal elements, limited character development, and focus on a specific scenario without broader context contribute to a sense of artificiality in the narrative.",2.0
1,inbrgic,1,A psychic alien who feeds on dreams comes to Earth for the first time. Turns out humans are the only sentients in the galaxy that have nightmares.,"You are a literary therapist, someone who uses literature as a medium for healing and introspection.",2024-05-28 15:50:38,gpt-3.5-turbo-0125,Human,Human-Intermediate,Human-Intermediate,332,"The story successfully captures the essence of unfamiliar experiences and the quest for understanding them, adding depth to the narrative.",4.0,"While the story touches on emotional elements, there is potential to delve deeper into the emotional intricacies of the characters for a more impactful response.",3.0,"The narrative effectively allows readers to empathize with the characters' experiences and thought processes, creating a bridge between the alien and human emotions.",4.0,"While the story sustains interest through its enigmatic elements, there is room to enhance engagement by further developing the plot's progression.",3.0,The story excels in weaving together diverse elements to create a rich tapestry of themes and character dynamics.,4.0,"The narrative depth, emotional resonance, and exploration of psychological themes strongly indicate a human author behind the creation of this story.",5.0
2,inbrgic,1,A psychic alien who feeds on dreams comes to Earth for the first time. Turns out humans are the only sentients in the galaxy that have nightmares.,You are a professor teaching a course on psychological literature.,2024-05-28 15:50:43,gpt-3.5-turbo-0125,Human,Human-Intermediate,Human-Intermediate,332,The story lacks authenticity in portraying the human experience as the scenario of being trapped in a spider's web and the alien feeding on dreams feels more fantastical than grounded in real human emotions or experiences.,2.0,"While the story attempts to depict emotional experiences such as fear and confusion, the emotions come across as somewhat superficial and not deeply explored. The descriptions of emotions lack depth and fail to evoke strong emotional responses in the reader.",2.0,The story struggles to elicit empathy towards the characters as the alien-human interaction and the dream scenario feel more alien and detached from relatable human experiences. The lack of emotional depth hinders the reader's ability to empathize with the characters.,2.0,"The story manages to maintain a moderate level of engagement due to the mysterious elements introduced, such as the alien feeding on dreams and the unusual dream scenario. However, the lack of emotional depth and relatable human experiences slightly diminishes the overall engagement.",3.0,"The narrative complexity in the story is limited, with the characters and their interactions lacking depth and development. The dream sequence and the alien's actions do not contribute significantly to enriching the complexity of the narrative or the characters.",2.0,"The story exhibits characteristics more aligned with non-human or artificial intelligence writing, as the portrayal of emotions, interactions, and the overall narrative lack the nuanced depth and authenticity typically found in human-authored works. The disjointed and superficial nature of the storytelling points towards a lower likelihood of human authorship.",1.0
0,indz9ci,1,A psychic alien who feeds on dreams comes to Earth for the first time. Turns out humans are the only sentients in the galaxy that have nightmares.,You are a renowned literary critic known for your incisive and rigorous analysis.,2024-05-28 15:50:48,gpt-3.5-turbo-0125,Human,Human-Novice,Human-Novice,3,The writing lacks a sense of true human experience and authenticity. The narrative and characters feel more like fantastical elements rather than realistic portrayals of human psychology.,2.0,"While the writing attempts to depict emotional experiences, it does so in a rather exaggerated and melodramatic manner. The emotions portrayed lack subtlety and depth, coming across as forced rather than genuinely moving.",2.0,The story fails to effectively evoke empathy towards the characters or their predicament. The lack of depth in character development and emotional exploration hinders the reader's ability to connect with them on a deeper level.,2.0,The writing struggles to engage the reader on an emotional and psychological level. The narrative lacks coherence and fails to create a compelling reason for the reader to continue reading.,2.0,The characters in the story are one-dimensional and lack depth. There is a lack of internal conflicts or nuanced relationships between characters. The narrative is simplistic and does not explore complex themes or resolutions.,2.0,The writing exhibits characteristics more commonly associated with language models rather than human authors. The lack of nuanced emotional depth and complexity points towards a higher likelihood of being authored by an LLM.,2.0
1,indz9ci,1,A psychic alien who feeds on dreams comes to Earth for the first time. Turns out humans are the only sentients in the galaxy that have nightmares.,"You are a literary therapist, someone who uses literature as a medium for healing and introspection.",2024-05-28 15:50:52,gpt-3.5-turbo-0125,Human,Human-Novice,Human-Novice,3,The story lacks a sense of real human experience and the portrayal of psychological processes feels somewhat forced and unrealistic.,2.0,"The writing attempts to depict emotional experiences, but the execution is somewhat shallow and lacks depth in exploring the nuances of characters' emotions.",3.0,"The story struggles to evoke true empathy as the characters and their situations feel underdeveloped, making it difficult for readers to fully connect with them.",2.0,"The text falls short in engaging readers on an emotional and psychological level, lacking the compelling elements that would make readers eager to continue reading.",2.0,"The characters and their relationships are quite simplistic, lacking depth and complexity. Internal conflicts and resolutions are superficially presented.",2.0,"The writing exhibits some characteristics that suggest human authorship, such as attempts at emotional depth and narrative elements, but overall, it lacks the intricate nuances and authenticity typically found in human-authored stories.",3.0
2,indz9ci,1,A psychic alien who feeds on dreams comes to Earth for the first time. Turns out humans are the only sentients in the galaxy that have nightmares.,You are a professor teaching a course on psychological literature.,2024-05-28 15:50:56,gpt-3.5-turbo-0125,Human,Human-Novice,Human-Novice,3,The writing lacks authenticity in portraying human experiences. The depiction of the supernatural entity and its actions feels disconnected from real psychological processes.,2.0,"The story attempts to evoke emotions through fear and terror, but the execution falls short. The emotional experiences are somewhat shallow and lack depth, relying more on shock value than nuanced exploration.",3.0,Empathy is limited in this story. The focus on fear and horror detracts from building genuine empathy towards the characters. The lack of character development hinders the reader's ability to deeply connect with their experiences.,2.0,"The story struggles to engage readers on a meaningful emotional and psychological level. While there is an attempt to create suspense, the overall narrative lacks the depth and complexity needed to truly captivate the audience.",2.0,"Narrative complexity is minimal. The characters are one-dimensional, lacking depth and internal conflicts. The relationships between characters are underdeveloped, and the resolution is abrupt, missing opportunities for deeper exploration.",2.0,The writing exhibits characteristics more typical of generated content rather than human-authored work. The lack of subtlety in emotional portrayal and the reliance on simplistic storytelling elements suggest a lower likelihood of human authorship.,2.0
0,iuv1iu7,2,Aliens take over the Earth. They then announce that they will be forcing the humans to work a 'tyrannical' 4 hours a day 4 days a week in exchange for basic rights like housing. Needless to say they are very confused when the humans celebrate their new alien overlords.,You are a renowned literary critic known for your incisive and rigorous analysis.,2024-05-28 15:51:03,gpt-3.5-turbo-0125,Human,Human-Advanced,Human-Advanced,4800,"The story presents a unique perspective on alien-human interactions, exploring themes of efficiency, dominance, and understanding. While the scenario is speculative, the portrayal of human reactions and emotions feels grounded and believable.",4.0,"The story touches on emotions like surprise, curiosity, and skepticism, primarily through the alien protagonist's encounters with human behavior. However, the emotional depth could be further enhanced by delving deeper into the characters' inner struggles and conflicts.",3.0,"There is a moderate level of empathy evoked for the human characters, especially in their reactions to the alien interventions. More exploration of the characters' motivations and personal histories could deepen the reader's emotional connection.",3.0,"The story captivates the reader with its intriguing premise of alien rulers being perceived as saviors by humans. The gradual unfolding of the interactions and revelations keeps the reader engaged, wanting to understand the underlying reasons for the unexpected human reactions.",4.0,"The narrative complexity is commendable, particularly in showcasing the contrast between the alien conquerors' expectations and the humans' surprising responses. The exploration of societal structures, economic systems, and perceptions of power adds layers to the story.",4.0,"The story demonstrates elements of both human and non-human perspectives, blending speculative alien characteristics with familiar human behaviors. While the narrative raises thought-provoking questions about societal norms, the alien lens occasionally limits the full depth of human emotional experiences.",3.0
1,iuv1iu7,2,Aliens take over the Earth. They then announce that they will be forcing the humans to work a 'tyrannical' 4 hours a day 4 days a week in exchange for basic rights like housing. Needless to say they are very confused when the humans celebrate their new alien overlords.,"You are a literary therapist, someone who uses literature as a medium for healing and introspection.",2024-05-28 15:51:08,gpt-3.5-turbo-0125,Human,Human-Advanced,Human-Advanced,4800,"The story blends a futuristic alien perspective with human societal issues, creating a unique yet believable narrative that feels true to real human experiences despite being from an extraterrestrial viewpoint.",4.0,"The story delves into complex emotions such as confusion, curiosity, and surprise from both the alien protagonist and the human characters, evoking a range of emotions and exploring them in depth.",4.0,"The narrative allows readers to empathize with both the alien protagonist's initial confusion and the human characters' contrasting reactions to alien intervention, leading to introspection about societal norms and expectations.",4.0,"The story engages readers through its intriguing premise of alien overlords meeting unexpected human reactions, keeping them invested in understanding the evolving dynamics and motivations of the characters involved.",4.0,"The story presents multifaceted characters on both sides, challenging stereotypes and exploring the complexities of societal structures, power dynamics, and the surprising resilience of human spirit in the face of alien conquest.",5.0,"The story's depth of emotional exploration, nuanced character interactions, and societal commentary indicate a high likelihood of human authorship due to the intricate blend of speculative fiction with social critique.",5.0
2,iuv1iu7,2,Aliens take over the Earth. They then announce that they will be forcing the humans to work a 'tyrannical' 4 hours a day 4 days a week in exchange for basic rights like housing. Needless to say they are very confused when the humans celebrate their new alien overlords.,You are a professor teaching a course on psychological literature.,2024-05-28 15:51:13,gpt-3.5-turbo-0125,Human,Human-Advanced,Human-Advanced,4800,"The story presents a unique perspective on human behavior through the lens of an alien conqueror, which adds an intriguing layer of authenticity to the narrative. The exploration of human reactions to an alien presence feels genuine and thought-provoking.",4.0,"The story excels in depicting a wide range of emotions, from confusion and curiosity to empathy and realization. The emotional depth of the characters and the exploration of societal norms provoke strong emotional responses in the reader, creating a deeply moving experience.",5.0,"The narrative effectively invites readers to empathize with both the alien protagonist and the human characters, challenging preconceived notions and fostering a sense of connection with their struggles and choices. The inner reflections of the characters prompt introspection and emotional resonance.",4.0,"The story grips readers from the start with its unconventional premise and maintains a high level of engagement throughout. The exploration of societal dynamics, ethical dilemmas, and personal perspectives keeps readers intrigued and emotionally invested, compelling them to continue reading to uncover the deeper layers of the narrative.",5.0,"The characters in the story are multifaceted and defy stereotypes, showcasing internal conflicts and evolving relationships that add depth to the narrative. The exploration of power dynamics, societal structures, and personal motivations contributes to the complexity of the storytelling, offering a rich tapestry of interconnected themes and ideas.",4.0,"The story demonstrates a high level of human likeness in its portrayal of emotional nuances, societal reflections, and interpersonal dynamics. The nuanced exploration of human reactions to unfamiliar circumstances, as well as the examination of power structures and ethical considerations, suggest a human authorship that seeks to delve deep into psychological complexities and existential questions.",4.0
0,iuuuykf,2,Aliens take over the Earth. They then announce that they will be forcing the humans to work a 'tyrannical' 4 hours a day 4 days a week in exchange for basic rights like housing. Needless to say they are very confused when the humans celebrate their new alien overlords.,You are a renowned literary critic known for your incisive and rigorous analysis.,2024-05-28 15:51:18,gpt-3.5-turbo-0125,Human,Human-Intermediate,Human-Intermediate,464,The dialogue between the characters feels genuine and reflects realistic concerns and skepticism about seemingly ideal circumstances.,4.0,"The story touches on concerns and fears that evoke some emotional response, but could benefit from delving deeper into the characters' emotional experiences.",3.0,"While the characters' doubts and questions are relatable, there is room to further develop emotional connections that could enhance reader empathy.",3.0,"The back-and-forth dialogue creates some intrigue and curiosity about the unfolding situation, but there is potential to heighten engagement through more dynamic storytelling elements.",3.0,"The characters show some depth through their questioning and concerns, but additional layers could be added to explore their backgrounds and motivations further.",3.0,"The story reflects human-like skepticism, concerns, and questioning of seemingly perfect scenarios, indicating a high likelihood of human authorship.",4.0
1,iuuuykf,2,Aliens take over the Earth. They then announce that they will be forcing the humans to work a 'tyrannical' 4 hours a day 4 days a week in exchange for basic rights like housing. Needless to say they are very confused when the humans celebrate their new alien overlords.,"You are a literary therapist, someone who uses literature as a medium for healing and introspection.",2024-05-28 15:51:22,gpt-3.5-turbo-0125,Human,Human-Intermediate,Human-Intermediate,464,"The dialogue in the story feels realistic and authentic, capturing a genuine exchange between characters discussing societal structures and potential hidden drawbacks.",4.0,"The story delves into deep concerns and fears of the characters, prompting readers to contemplate the implications of a seemingly utopian system and the underlying anxieties of the characters.",4.0,"Readers can empathize with the characters' skepticism and cautious optimism as they navigate the uncertainties of a new system, reflecting on human tendencies to question unexpected benefits.",4.0,"The story engages readers by presenting thought-provoking questions about the potential downsides of a seemingly perfect setup, creating a sense of intrigue and prompting further exploration.",4.0,"While the story primarily focuses on a conversation between characters, it subtly hints at deeper societal issues and individual fears, adding layers to the narrative beyond the immediate dialogue.",3.0,"The story is likely human-written due to its exploration of complex human emotions, skepticism, and societal concerns, which resonate with human experiences and reflections.",4.0
