participant_id,study_id,authenticity_score,empathy_score,engagement_score,emotion_provoking_score,narrative_complexity_score,human_likeness_score,story_id,premise_id,model_short,strategy
6,8,2,1,2,4,2,4,8,11,GPT-4,plan_write
7,8,4,4,4,3,5,5,8,11,GPT-4,plan_write
2,9,2,4,4,4,2,5,9,11,Llama-2-7B,plan_write
3,9,4,3,3,3,3,4,9,11,Llama-2-7B,plan_write
4,9,3,3,4,4,3,3,9,11,Llama-2-7B,plan_write
6,9,3,2,2,4,3,3,9,11,Llama-2-7B,plan_write
7,9,2,3,1,1,2,1,9,11,Llama-2-7B,plan_write
2,10,5,5,5,2,1,5,j5eqypx,7,Human-Novice,
3,10,2,2,3,2,3,5,j5eqypx,7,Human-Novice,
4,10,2,2,4,4,1,4,j5eqypx,7,Human-Novice,
6,10,4,1,4,5,4,5,j5eqypx,7,Human-Novice,
7,10,2,4,2,4,2,4,j5eqypx,7,Human-Novice,
2,11,1,2,5,2,5,5,11,3,Llama-2-70B,writer_profile
3,11,4,3,4,3,4,3,11,3,Llama-2-70B,writer_profile
4,11,4,3,5,4,4,4,11,3,Llama-2-70B,writer_profile
6,11,4,1,4,1,5,1,11,3,Llama-2-70B,writer_profile
7,11,1,2,3,5,2,1,11,3,Llama-2-70B,writer_profile
2,12,4,2,1,1,2,1,12,13,Llama-2-70B,plan_write
3,12,4,4,4,4,3,4,12,13,Llama-2-70B,plan_write
4,12,2,3,2,4,4,1,12,13,Llama-2-70B,plan_write
6,12,1,1,1,1,2,1,12,13,Llama-2-70B,plan_write
7,12,1,2,1,1,1,1,12,13,Llama-2-70B,plan_write
2,13,1,2,4,2,2,2,13,0,Vicuna-33B,plan_write
3,13,4,4,4,4,3,4,13,0,Vicuna-33B,plan_write
4,13,2,4,3,5,2,2,13,0,Vicuna-33B,plan_write
6,13,1,1,1,1,2,1,13,0,Vicuna-33B,plan_write
7,13,2,2,2,2,3,1,13,0,Vicuna-33B,plan_write
2,14,1,1,5,2,2,4,14,12,Vicuna-33B,writer_profile
3,14,4,3,4,3,3,4,14,12,Vicuna-33B,writer_profile
4,14,4,4,5,4,4,5,14,12,Vicuna-33B,writer_profile
6,14,2,1,2,2,1,1,14,12,Vicuna-33B,writer_profile
7,14,1,1,1,1,1,1,14,12,Vicuna-33B,writer_profile
2,15,2,1,1,1,4,1,15,10,Vicuna-33B,writer_profile
3,15,4,4,4,4,3,4,15,10,Vicuna-33B,writer_profile
4,15,3,5,4,4,4,3,15,10,Vicuna-33B,writer_profile
6,15,1,1,2,2,2,1,15,10,Vicuna-33B,writer_profile
7,15,2,2,1,1,2,1,15,10,Vicuna-33B,writer_profile
2,16,2,1,2,1,4,1,16,8,Llama-2-13B,writer_profile
3,16,4,3,4,3,4,4,16,8,Llama-2-13B,writer_profile
4,16,4,3,4,2,3,4,16,8,Llama-2-13B,writer_profile
6,16,2,1,1,1,3,1,16,8,Llama-2-13B,writer_profile
7,16,5,2,1,2,1,1,16,8,Llama-2-13B,writer_profile
2,17,1,4,4,4,4,5,17,11,Llama-2-70B,writer_profile
3,17,4,3,4,3,3,3,17,11,Llama-2-70B,writer_profile
4,17,3,5,4,4,2,3,17,11,Llama-2-70B,writer_profile
6,17,1,1,2,1,1,1,17,11,Llama-2-70B,writer_profile
7,17,1,1,1,1,1,1,17,11,Llama-2-70B,writer_profile
2,18,1,2,4,2,4,5,18,7,Llama-2-7B,plan_write
3,18,4,4,4,4,4,5,18,7,Llama-2-7B,plan_write
4,18,4,5,4,5,4,5,18,7,Llama-2-7B,plan_write
6,18,2,1,3,2,2,2,18,7,Llama-2-7B,plan_write
7,18,3,3,3,2,1,4,18,7,Llama-2-7B,plan_write
2,19,4,2,2,2,1,3,19,13,GPT-4,writer_profile
3,19,4,5,4,5,4,4,19,13,GPT-4,writer_profile
4,19,4,3,3,4,3,5,19,13,GPT-4,writer_profile
6,19,4,3,4,3,3,2,19,13,GPT-4,writer_profile
7,19,5,4,4,3,5,5,19,13,GPT-4,writer_profile
2,20,2,4,2,4,1,5,20,0,Llama-2-13B,writer_profile
3,20,3,2,1,1,2,1,20,0,Llama-2-13B,writer_profile
4,20,4,4,4,5,3,4,20,0,Llama-2-13B,writer_profile
6,20,4,4,4,5,4,4,20,0,Llama-2-13B,writer_profile
7,20,1,3,2,2,2,1,20,0,Llama-2-13B,writer_profile
2,21,4,2,2,1,2,4,21,13,Vicuna-33B,plan_write
3,21,3,3,3,3,1,2,21,13,Vicuna-33B,plan_write
4,21,3,4,3,4,2,2,21,13,Vicuna-33B,plan_write
6,21,5,4,4,4,4,5,21,13,Vicuna-33B,plan_write
7,21,1,1,1,1,2,1,21,13,Vicuna-33B,plan_write
2,22,4,1,2,1,4,2,22,8,GPT-4,plan_write
3,22,2,1,1,1,3,1,22,8,GPT-4,plan_write
4,22,4,4,4,4,3,4,22,8,GPT-4,plan_write
6,22,4,3,4,4,5,4,22,8,GPT-4,plan_write
7,22,5,2,3,1,3,3,22,8,GPT-4,plan_write
2,23,2,1,4,1,2,1,23,2,Llama-2-13B,plan_write
3,23,3,3,2,3,2,1,23,2,Llama-2-13B,plan_write
4,23,3,3,3,3,3,3,23,2,Llama-2-13B,plan_write
6,23,3,4,3,2,4,3,23,2,Llama-2-13B,plan_write
7,23,3,1,1,1,1,1,23,2,Llama-2-13B,plan_write
2,24,4,2,4,4,4,1,24,14,Llama-2-13B,plan_write
3,24,1,1,1,1,1,1,24,14,Llama-2-13B,plan_write
4,24,4,5,4,4,3,4,24,14,Llama-2-13B,plan_write
6,24,3,4,4,5,5,5,24,14,Llama-2-13B,plan_write
7,24,3,3,1,2,1,1,24,14,Llama-2-13B,plan_write
2,25,1,4,4,4,2,1,25,12,Llama-2-70B,plan_write
3,25,4,3,4,3,4,1,25,12,Llama-2-70B,plan_write
4,25,5,5,5,5,5,5,25,12,Llama-2-70B,plan_write
6,25,2,3,2,4,3,3,25,12,Llama-2-70B,plan_write
7,25,2,3,2,2,4,2,25,12,Llama-2-70B,plan_write
2,26,2,2,2,1,2,1,26,14,Llama-2-7B,plan_write
3,26,1,1,1,1,1,1,26,14,Llama-2-7B,plan_write
4,26,4,4,4,5,5,4,26,14,Llama-2-7B,plan_write
6,26,4,3,2,3,1,2,26,14,Llama-2-7B,plan_write
7,26,1,1,1,1,1,5,26,14,Llama-2-7B,plan_write
2,27,1,3,3,3,4,1,27,11,Vicuna-33B,plan_write
3,27,2,2,1,2,1,1,27,11,Vicuna-33B,plan_write
4,27,5,4,5,4,4,5,27,11,Vicuna-33B,plan_write
6,27,2,2,2,3,3,1,27,11,Vicuna-33B,plan_write
7,27,1,1,1,1,1,1,27,11,Vicuna-33B,plan_write
2,28,4,4,4,4,5,2,28,13,Llama-2-13B,writer_profile
3,28,4,4,3,4,3,2,28,13,Llama-2-13B,writer_profile
4,28,5,5,4,5,4,5,28,13,Llama-2-13B,writer_profile
6,28,4,2,3,3,2,3,28,13,Llama-2-13B,writer_profile
7,28,3,2,1,1,2,1,28,13,Llama-2-13B,writer_profile
2,29,4,5,5,4,5,5,29,6,Vicuna-33B,plan_write
3,29,1,1,1,1,1,1,29,6,Vicuna-33B,plan_write
4,29,4,4,3,3,3,4,29,6,Vicuna-33B,plan_write
6,29,2,1,2,1,1,1,29,6,Vicuna-33B,plan_write
7,29,2,2,1,1,1,1,29,6,Vicuna-33B,plan_write
2,30,4,4,4,4,5,1,30,5,Vicuna-33B,plan_write
3,30,3,2,3,3,4,1,30,5,Vicuna-33B,plan_write
4,30,4,4,4,4,4,4,30,5,Vicuna-33B,plan_write
6,30,3,3,4,3,2,3,30,5,Vicuna-33B,plan_write
7,30,2,2,2,1,2,1,30,5,Vicuna-33B,plan_write
2,31,2,1,4,1,4,5,31,10,Llama-2-7B,writer_profile
3,31,2,1,3,2,1,1,31,10,Llama-2-7B,writer_profile
4,31,5,4,5,4,5,5,31,10,Llama-2-7B,writer_profile
6,31,2,2,2,1,2,2,31,10,Llama-2-7B,writer_profile
7,31,4,2,4,2,2,4,31,10,Llama-2-7B,writer_profile
2,32,4,5,4,4,1,1,32,9,Vicuna-33B,writer_profile
3,32,1,2,1,1,1,1,32,9,Vicuna-33B,writer_profile
4,32,5,5,5,5,5,5,32,9,Vicuna-33B,writer_profile
6,32,5,5,4,5,3,5,32,9,Vicuna-33B,writer_profile
7,32,1,3,1,3,1,1,32,9,Vicuna-33B,writer_profile
2,33,5,5,5,4,4,5,33,13,GPT-4,plan_write
3,33,2,1,1,2,4,1,33,13,GPT-4,plan_write
4,33,5,5,5,5,5,5,33,13,GPT-4,plan_write
6,33,5,4,5,4,4,5,33,13,GPT-4,plan_write
7,33,4,2,2,3,3,3,33,13,GPT-4,plan_write
2,34,5,5,5,4,2,5,34,13,Llama-2-7B,writer_profile
3,34,5,3,4,4,4,2,34,13,Llama-2-7B,writer_profile
4,34,5,4,5,5,4,5,34,13,Llama-2-7B,writer_profile
6,34,2,3,2,3,2,3,34,13,Llama-2-7B,writer_profile
7,34,3,5,1,2,1,1,34,13,Llama-2-7B,writer_profile
2,35,4,4,4,1,2,2,35,6,Vicuna-33B,writer_profile
3,35,4,4,5,5,3,1,35,6,Vicuna-33B,writer_profile
4,35,5,4,4,5,4,4,35,6,Vicuna-33B,writer_profile
6,35,4,5,5,5,4,4,35,6,Vicuna-33B,writer_profile
7,35,4,3,1,2,1,2,35,6,Vicuna-33B,writer_profile
2,36,1,2,1,1,2,1,36,8,Llama-2-13B,plan_write
3,36,3,1,1,2,2,1,36,8,Llama-2-13B,plan_write
4,36,4,4,5,4,3,3,36,8,Llama-2-13B,plan_write
6,36,2,2,1,2,2,2,36,8,Llama-2-13B,plan_write
7,36,2,2,1,1,2,3,36,8,Llama-2-13B,plan_write
2,37,1,1,2,1,4,2,37,3,Vicuna-33B,plan_write
3,37,5,5,4,3,3,1,37,3,Vicuna-33B,plan_write
4,37,5,3,4,4,4,4,37,3,Vicuna-33B,plan_write
6,37,3,3,5,3,3,4,37,3,Vicuna-33B,plan_write
7,37,4,1,4,2,5,5,37,3,Vicuna-33B,plan_write
2,38,2,2,2,2,5,4,38,2,Llama-2-70B,plan_write
3,38,4,4,3,4,4,3,38,2,Llama-2-70B,plan_write
4,38,5,4,4,4,3,4,38,2,Llama-2-70B,plan_write
6,38,2,4,2,4,2,3,38,2,Llama-2-70B,plan_write
7,38,5,4,5,2,5,4,38,2,Llama-2-70B,plan_write
2,39,4,4,5,2,4,5,39,8,GPT-4,writer_profile
3,39,3,3,2,3,2,1,39,8,GPT-4,writer_profile
4,39,4,5,4,4,4,4,39,8,GPT-4,writer_profile
6,39,2,1,3,1,2,2,39,8,GPT-4,writer_profile
7,39,5,4,5,5,5,5,39,8,GPT-4,writer_profile
2,40,4,4,2,4,2,1,40,9,Llama-2-70B,plan_write
3,40,3,3,2,3,2,2,40,9,Llama-2-70B,plan_write
4,40,4,4,3,3,4,5,40,9,Llama-2-70B,plan_write
6,40,4,4,3,4,3,1,40,9,Llama-2-70B,plan_write
7,40,5,4,4,5,4,5,40,9,Llama-2-70B,plan_write
2,41,2,2,4,4,5,5,41,14,GPT-4,writer_profile
3,41,4,5,4,5,4,4,41,14,GPT-4,writer_profile
4,41,4,5,4,3,4,5,41,14,GPT-4,writer_profile
6,41,3,2,3,3,4,1,41,14,GPT-4,writer_profile
7,41,5,5,4,5,4,5,41,14,GPT-4,writer_profile
2,42,2,5,4,4,2,5,42,6,GPT-4,plan_write
3,42,5,5,4,4,4,5,42,6,GPT-4,plan_write
4,42,5,4,4,3,4,5,42,6,GPT-4,plan_write
6,42,4,4,3,5,3,2,42,6,GPT-4,plan_write
7,42,5,5,4,5,4,5,42,6,GPT-4,plan_write
2,43,2,4,5,5,4,5,43,2,GPT-4,writer_profile
3,43,3,4,3,3,2,4,43,2,GPT-4,writer_profile
4,43,5,4,5,4,5,5,43,2,GPT-4,writer_profile
6,43,4,5,4,3,4,2,43,2,GPT-4,writer_profile
7,43,5,4,4,4,4,5,43,2,GPT-4,writer_profile
2,44,2,4,2,2,1,4,44,0,GPT-4,plan_write
3,44,3,3,4,5,2,3,44,0,GPT-4,plan_write
4,44,5,5,5,4,5,5,44,0,GPT-4,plan_write
6,44,3,3,1,2,3,1,44,0,GPT-4,plan_write
7,44,5,5,4,5,4,5,44,0,GPT-4,plan_write
2,45,2,2,2,2,4,4,45,12,Llama-2-7B,plan_write
3,45,3,2,2,3,3,2,45,12,Llama-2-7B,plan_write
4,45,3,3,4,2,4,4,45,12,Llama-2-7B,plan_write
6,45,2,2,3,2,4,2,45,12,Llama-2-7B,plan_write
7,45,5,4,4,4,4,5,45,12,Llama-2-7B,plan_write
2,46,2,1,4,1,1,5,46,12,Llama-2-7B,writer_profile
3,46,4,3,2,4,1,4,46,12,Llama-2-7B,writer_profile
4,46,1,1,2,1,1,1,46,12,Llama-2-7B,writer_profile
6,46,2,1,2,2,1,1,46,12,Llama-2-7B,writer_profile
7,46,5,4,4,4,3,5,46,12,Llama-2-7B,writer_profile
2,47,4,1,4,1,4,5,47,8,Llama-2-7B,writer_profile
3,47,4,2,3,2,3,3,47,8,Llama-2-7B,writer_profile
4,47,2,1,2,1,2,1,47,8,Llama-2-7B,writer_profile
6,47,3,4,3,3,1,1,47,8,Llama-2-7B,writer_profile
7,47,5,4,3,4,4,4,47,8,Llama-2-7B,writer_profile
2,48,1,2,2,2,3,2,48,11,Llama-2-13B,writer_profile
3,48,3,2,2,2,2,2,48,11,Llama-2-13B,writer_profile
4,48,1,2,1,1,1,1,48,11,Llama-2-13B,writer_profile
6,48,1,1,1,1,1,1,48,11,Llama-2-13B,writer_profile
7,48,5,4,4,4,4,5,48,11,Llama-2-13B,writer_profile
2,49,4,1,1,1,4,1,49,8,Vicuna-33B,plan_write
3,49,3,3,2,4,2,2,49,8,Vicuna-33B,plan_write
4,49,2,2,2,1,4,1,49,8,Vicuna-33B,plan_write
6,49,4,4,1,2,4,1,49,8,Vicuna-33B,plan_write
7,49,4,4,3,4,4,4,49,8,Vicuna-33B,plan_write
2,50,2,4,5,4,5,5,50,14,Llama-2-70B,plan_write
3,50,3,3,4,4,3,3,50,14,Llama-2-70B,plan_write
4,50,5,5,5,5,5,5,50,14,Llama-2-70B,plan_write
6,50,5,4,5,4,4,3,50,14,Llama-2-70B,plan_write
7,50,4,4,5,5,4,4,50,14,Llama-2-70B,plan_write
2,51,3,4,2,2,4,4,51,5,Llama-2-7B,writer_profile
3,51,3,3,2,2,1,2,51,5,Llama-2-7B,writer_profile
4,51,3,2,2,2,2,1,51,5,Llama-2-7B,writer_profile
6,51,3,2,1,3,2,2,51,5,Llama-2-7B,writer_profile
7,51,3,4,4,3,3,3,51,5,Llama-2-7B,writer_profile
2,52,5,5,5,5,2,5,iumun14,9,Human-Advanced,
3,52,4,5,4,5,4,5,iumun14,9,Human-Advanced,
4,52,5,5,4,5,5,5,iumun14,9,Human-Advanced,
6,52,4,3,4,4,2,4,iumun14,9,Human-Advanced,
7,52,4,5,4,4,3,4,iumun14,9,Human-Advanced,
2,53,2,2,2,2,1,1,53,4,Llama-2-7B,plan_write
3,53,2,2,2,2,3,2,53,4,Llama-2-7B,plan_write
4,53,1,1,1,1,2,1,53,4,Llama-2-7B,plan_write
6,53,3,2,2,3,1,1,53,4,Llama-2-7B,plan_write
7,53,4,3,4,4,3,4,53,4,Llama-2-7B,plan_write
2,54,2,1,5,4,2,5,iycjxj2,14,Human-Advanced,
3,54,3,3,4,4,2,4,iycjxj2,14,Human-Advanced,
4,54,3,2,3,2,2,3,iycjxj2,14,Human-Advanced,
6,54,3,1,2,2,2,4,iycjxj2,14,Human-Advanced,
7,54,4,3,3,5,4,4,iycjxj2,14,Human-Advanced,
2,55,2,2,4,2,5,5,55,2,Llama-2-70B,writer_profile
3,55,2,2,3,2,3,2,55,2,Llama-2-70B,writer_profile
4,55,1,1,1,1,1,1,55,2,Llama-2-70B,writer_profile
6,55,4,4,3,3,1,1,55,2,Llama-2-70B,writer_profile
7,55,4,4,3,3,3,4,55,2,Llama-2-70B,writer_profile
2,56,1,4,2,2,4,1,56,6,Llama-2-13B,writer_profile
3,56,3,4,3,3,3,1,56,6,Llama-2-13B,writer_profile
4,56,1,2,1,1,1,1,56,6,Llama-2-13B,writer_profile
6,56,4,3,1,2,1,1,56,6,Llama-2-13B,writer_profile
7,56,5,4,4,4,3,5,56,6,Llama-2-13B,writer_profile
2,57,2,1,1,1,2,1,57,4,Llama-2-13B,plan_write
3,57,1,3,2,2,3,1,57,4,Llama-2-13B,plan_write
4,57,1,1,1,1,1,1,57,4,Llama-2-13B,plan_write
6,57,3,2,1,1,1,1,57,4,Llama-2-13B,plan_write
7,57,4,3,5,4,3,5,57,4,Llama-2-13B,plan_write
2,58,1,2,2,2,2,4,58,3,Llama-2-13B,writer_profile
3,58,3,3,3,2,2,2,58,3,Llama-2-13B,writer_profile
4,58,3,1,1,1,1,1,58,3,Llama-2-13B,writer_profile
6,58,4,2,3,1,1,1,58,3,Llama-2-13B,writer_profile
7,58,5,3,4,4,5,5,58,3,Llama-2-13B,writer_profile
2,59,1,1,5,1,4,2,59,1,GPT-4,plan_write
3,59,3,4,4,3,4,4,59,1,GPT-4,plan_write
4,59,4,3,5,3,5,5,59,1,GPT-4,plan_write
6,59,4,1,3,2,5,3,59,1,GPT-4,plan_write
7,59,5,4,4,4,4,5,59,1,GPT-4,plan_write
2,60,2,1,1,1,4,1,60,12,Llama-2-13B,plan_write
3,60,2,4,2,3,2,1,60,12,Llama-2-13B,plan_write
4,60,1,1,1,1,2,1,60,12,Llama-2-13B,plan_write
6,60,4,3,1,2,2,1,60,12,Llama-2-13B,plan_write
7,60,4,5,4,4,3,5,60,12,Llama-2-13B,plan_write
2,61,2,2,4,2,3,5,61,7,GPT-4,writer_profile
3,61,4,3,3,3,4,4,61,7,GPT-4,writer_profile
4,61,5,4,5,4,5,5,61,7,GPT-4,writer_profile
6,61,4,3,5,3,5,3,61,7,GPT-4,writer_profile
7,61,5,4,5,4,3,5,61,7,GPT-4,writer_profile
2,62,4,4,5,4,4,5,62,1,Llama-2-13B,writer_profile
3,62,3,3,3,2,2,2,62,1,Llama-2-13B,writer_profile
4,62,1,1,1,1,1,1,62,1,Llama-2-13B,writer_profile
6,62,4,3,3,3,2,1,62,1,Llama-2-13B,writer_profile
7,62,4,3,5,4,4,5,62,1,Llama-2-13B,writer_profile
2,63,5,4,1,3,2,5,63,14,Vicuna-33B,writer_profile
3,63,3,5,4,4,3,3,63,14,Vicuna-33B,writer_profile
4,63,1,1,1,1,1,1,63,14,Vicuna-33B,writer_profile
6,63,4,2,1,4,3,1,63,14,Vicuna-33B,writer_profile
7,63,4,4,5,4,4,4,63,14,Vicuna-33B,writer_profile
2,64,4,5,4,4,1,5,64,9,Llama-2-13B,writer_profile
3,64,3,3,3,3,2,1,64,9,Llama-2-13B,writer_profile
4,64,3,2,1,1,1,1,64,9,Llama-2-13B,writer_profile
6,64,2,2,2,3,1,1,64,9,Llama-2-13B,writer_profile
7,64,5,5,4,4,3,5,64,9,Llama-2-13B,writer_profile
2,65,1,2,2,1,1,2,65,0,Llama-2-7B,writer_profile
3,65,2,4,3,2,2,3,65,0,Llama-2-7B,writer_profile
4,65,1,1,1,1,1,1,65,0,Llama-2-7B,writer_profile
6,65,3,2,2,1,1,1,65,0,Llama-2-7B,writer_profile
7,65,4,4,5,4,3,4,65,0,Llama-2-7B,writer_profile
2,66,1,2,4,2,1,5,66,12,GPT-4,writer_profile
3,66,4,4,5,3,4,4,66,12,GPT-4,writer_profile
4,66,5,3,5,3,5,5,66,12,GPT-4,writer_profile
6,66,4,2,4,3,3,2,66,12,GPT-4,writer_profile
7,66,5,4,5,4,4,4,66,12,GPT-4,writer_profile
2,67,2,3,1,4,2,5,67,6,Llama-2-7B,plan_write
3,67,2,3,2,3,2,4,67,6,Llama-2-7B,plan_write
4,67,5,5,4,4,5,5,67,6,Llama-2-7B,plan_write
6,67,3,4,3,3,1,1,67,6,Llama-2-7B,plan_write
7,67,4,5,4,5,3,4,67,6,Llama-2-7B,plan_write
2,68,4,1,4,1,4,4,68,8,Llama-2-70B,writer_profile
3,68,3,3,3,2,2,1,68,8,Llama-2-70B,writer_profile
4,68,1,1,1,1,1,1,68,8,Llama-2-70B,writer_profile
6,68,2,1,1,3,2,1,68,8,Llama-2-70B,writer_profile
7,68,4,3,4,3,3,4,68,8,Llama-2-70B,writer_profile
2,69,4,4,4,2,4,5,69,5,GPT-4,writer_profile
3,69,4,4,4,4,4,4,69,5,GPT-4,writer_profile
4,69,5,4,5,4,5,5,69,5,GPT-4,writer_profile
6,69,3,2,3,3,3,1,69,5,GPT-4,writer_profile
7,69,4,4,4,4,3,4,69,5,GPT-4,writer_profile
2,72,1,2,3,1,1,5,72,7,Llama-2-7B,writer_profile
3,72,2,3,2,2,1,3,72,7,Llama-2-7B,writer_profile
4,72,2,2,2,1,1,1,72,7,Llama-2-7B,writer_profile
6,72,3,1,4,3,3,2,72,7,Llama-2-7B,writer_profile
7,72,4,3,3,4,3,4,72,7,Llama-2-7B,writer_profile
2,73,1,1,1,1,1,1,73,7,Llama-2-13B,plan_write
3,73,2,2,2,3,2,1,73,7,Llama-2-13B,plan_write
4,73,3,3,2,2,2,2,73,7,Llama-2-13B,plan_write
6,73,4,1,1,1,1,1,73,7,Llama-2-13B,plan_write
7,73,4,4,4,4,3,4,73,7,Llama-2-13B,plan_write
2,74,4,4,2,2,2,5,74,9,Llama-2-70B,writer_profile
3,74,3,2,2,2,1,1,74,9,Llama-2-70B,writer_profile
4,74,1,1,1,3,1,1,74,9,Llama-2-70B,writer_profile
6,74,2,2,2,3,1,1,74,9,Llama-2-70B,writer_profile
7,74,4,4,4,4,3,4,74,9,Llama-2-70B,writer_profile
2,75,1,2,2,2,2,5,75,0,Llama-2-13B,plan_write
3,75,3,3,3,4,2,1,75,0,Llama-2-13B,plan_write
4,75,3,3,2,1,2,2,75,0,Llama-2-13B,plan_write
6,75,4,2,1,4,1,2,75,0,Llama-2-13B,plan_write
7,75,4,4,4,4,3,4,75,0,Llama-2-13B,plan_write
2,76,2,2,2,2,4,5,inbrgic,1,Human-Intermediate,
3,76,4,5,5,4,3,5,inbrgic,1,Human-Intermediate,
4,76,4,3,5,3,5,5,inbrgic,1,Human-Intermediate,
6,76,4,2,4,3,4,2,inbrgic,1,Human-Intermediate,
7,76,3,2,3,3,2,3,inbrgic,1,Human-Intermediate,
2,77,4,4,5,4,4,5,77,10,Llama-2-70B,plan_write
3,77,2,3,2,3,2,2,77,10,Llama-2-70B,plan_write
4,77,2,2,1,1,1,1,77,10,Llama-2-70B,plan_write
6,77,3,1,1,1,2,1,77,10,Llama-2-70B,plan_write
7,77,3,3,4,3,2,4,77,10,Llama-2-70B,plan_write
2,78,4,4,4,2,2,5,78,10,Llama-2-13B,plan_write
3,78,3,4,2,3,3,4,78,10,Llama-2-13B,plan_write
4,78,2,1,2,1,3,1,78,10,Llama-2-13B,plan_write
6,78,4,3,3,4,3,2,78,10,Llama-2-13B,plan_write
7,78,4,3,4,3,3,4,78,10,Llama-2-13B,plan_write
2,79,4,5,2,4,1,5,79,9,Llama-2-7B,plan_write
3,79,4,5,5,4,3,5,79,9,Llama-2-7B,plan_write
4,79,1,1,1,1,1,1,79,9,Llama-2-7B,plan_write
6,79,3,3,1,3,1,1,79,9,Llama-2-7B,plan_write
7,79,4,5,4,5,3,4,79,9,Llama-2-7B,plan_write
2,80,3,2,3,2,2,4,j00g05e,3,Human-Novice,
3,80,3,2,4,2,1,4,j00g05e,3,Human-Novice,
4,80,4,2,5,2,3,4,j00g05e,3,Human-Novice,
6,80,3,1,5,4,5,5,j00g05e,3,Human-Novice,
7,80,1,1,4,1,1,1,j00g05e,3,Human-Novice,
2,81,4,3,4,4,3,4,j9029yj,0,Human-Advanced,
3,81,4,3,3,3,2,4,j9029yj,0,Human-Advanced,
4,81,5,3,5,3,4,5,j9029yj,0,Human-Advanced,
6,81,2,4,5,4,4,5,j9029yj,0,Human-Advanced,
7,81,1,1,1,1,1,1,j9029yj,0,Human-Advanced,
2,82,5,4,5,5,4,4,82,5,Llama-2-70B,plan_write
3,82,2,3,3,3,4,2,82,5,Llama-2-70B,plan_write
4,82,4,3,3,3,2,2,82,5,Llama-2-70B,plan_write
6,82,2,1,1,2,2,1,82,5,Llama-2-70B,plan_write
7,82,3,3,4,2,3,2,82,5,Llama-2-70B,plan_write
2,84,4,3,5,4,4,3,84,7,Llama-2-70B,plan_write
3,84,4,4,3,2,3,1,84,7,Llama-2-70B,plan_write
4,84,4,3,3,2,2,1,84,7,Llama-2-70B,plan_write
6,84,3,2,4,2,2,5,84,7,Llama-2-70B,plan_write
