story_id,premise_id,premise,text,author_type,author_short,net_upvotes,ghostbuster_ai_probability,,,
j1roodk,10,"You died and awoke in the afterlife. It's quite nice actually. The people and atmosphere are a lot nicer than you are used to and there is no stress or pressure. When you ask what good deed got you into heaven you are informed that this is hell, followed by a visit from a very concerned demon.","Death was a diminutive woman in an oversized band tee, a battered leather jacket over the plush arm of her chair. She had a cup of coffee in her hands, and the steam wreathed her pale face like the fog that coiled over the river. Death had piercings and gauged ears, fake freckles scattered across high cheekbones. She was smiling sadly and I thought, for a moment, that she might reach out and take my hand. Around us was a coffee shop half overrun with vines and flowers, faceless people living out the small contusions of their lives. I felt at ease, but somehow I knew I shouldn't.

'Oh no, honey,' Death said. 'This is just the worst part of the job, but hey, at least you're already sitting down. I'l.

'I guess I wasn't as good as I thought.'

'''ï��t forever. Just for a little while, until you figure out what you did and feel properly contrite. Though I must say, even down here this is a little''unusual.''

She sipped her coffee, I sipped my tea. A couple blustered in out of the cold and I saw the river framed behind them, that lazy flow. The couple were both wearing Christmas sweaters and big colorful socks, matching pairs, and they shivered against each other for a moment as they took in their surroundings. Their faces were completely blank, two beige discs moving this way and that, before settling on each other.

''Unusual how?'' I asked.

Death considered me. ''Well, you know that clich'ï�� about beauty being in the eye of the behold everyone has, at their core, something that hurts them the most.''

She gestured to the door. ''If you could go out there and walk down the river for a while, you'd find a billion variations of this cell. Oh, you have all the classical imagery, torturers and whatnot, others that are simple isolation, simulated drownings, a breakup frozen in time forever--or until the lesson starts to sink in. But regardless of their differences there's a person in each one, trapped in their own individual hell.'

Death sipped her coffee again. Giggled into the steam. 'Yours is the only Hell I've ever seen with flowers.'

'Ah,' I rifted back. I cradled fresh warmth in my hands and cleared my throat. In life, I had never been very used to speaking.

'It exists,' I said. 'It's normal. All these people with all these lives, takinu with your tea,' she said.

'Exactly. It's all the things I never understood. I used to come here sometimes, just to remind myself of that. Sit in this chair and watch the world go by.'

There was Death's sad smile again. No teeth, just a gesture of the lips and a painful warmth behind her eyes.

'''''ï��f the fog. From time to time a scream cut through the cafe's quiet murmur, but that was all, and that was all there ever would be.

'Who am I?' Death asked again.

And I shrugged. 'One of the baristas. Just someone who was kind.ï�",Human,Human-Advanced,3700,0.07,,,
j1seyv2,10,"You died and awoke in the afterlife. It's quite nice actually. The people and atmosphere are a lot nicer than you are used to and there is no stress or pressure. When you ask what good deed got you into heaven you are informed that this is hell, followed by a visit from a very concerned demon.","""What do you mean everything looks like heaven to you."" Asked the demon. ""What does that lava pit over there with the people screaming in agony?""

""What you mean that pool and hot tub?"" I replied "" just looks like people splashing around playing volleyball.""

""What???? That's not possible and how are you not feeling the pain of the searing heat."" The demon demanded.

""I mean it's kinda warm but only in the sunlight those. The shade from those willow trees looks comfy though."" I said walking over.

The demon chasing after me and exclaimed ""those are geysers of molten lava not weeping willows!""

Before I could reach them the demon ran in front of me and blocked my path.

""Here hold this"" they said while handing me the most beautiful diamond. Shinning so brilliantly that it seemed to produce the light rather than reflecting it.

""Omg look at this thing."" I said holding it to my eye. "" it's like there is a rainbow inside.""

""WHAT!!! That is a ball of smoldering coal!"" Stamping their foot in disgust.

""Hey dudes look at this"" I yelled walking over to some people who appeared to be sitting on some picnic tables talking.

As soon as they saw it I could see wonder in their eyes.""it's beautiful why have I never noticed this before.""

One of the people began crying ""if only I had seen sooner there is so much I could have done around here!!!""

""I know right. when did we get a spa?"" Said a middle aged man wiping what appeared to be soot off his clothes.

""NO NO NO!"" Raged the demon. ""You're infecting them!!!""

""Whoa an angel!"" Exclaimed a child who was using the diamond in a game of catch with some other children.""

""I've never seen one with black feathered wings before."" A woman carrying an infant said walking up to the demon. ""I'd like to file some complaints. Why have we been here so long but not allowed to use these public amenities?""

""What!! There is nothing but pain and suffering here! Even if we had anything like that it wouldn't be 'Public'.""

""That sign right there by the pool says 'For public use. For service call (666)555-3146'."" I said. Reading the sign to the demon.

Rubbing their eyes the demon screamed in terror ""oh no I can see them now too!!! What have you done to me!"" Before flapping it's wings and flying away.

""I'll be back and you'll be sorry!""

""OKAY!"" I yelled back ""Don't forget to bring a supervisor!!!""",Human,Human-Intermediate,176,0.07,,,
j1vdblg,10,"You died and awoke in the afterlife. It's quite nice actually. The people and atmosphere are a lot nicer than you are used to and there is no stress or pressure. When you ask what good deed got you into heaven you are informed that this is hell, followed by a visit from a very concerned demon.","The look of shock was obvious on my face. This place didn't seem like the Hell that was depicted by everyone. The scenery was as if it were a utopia, and the people were full of glee. It was as if it were a vacation that would cost a lot, but all it took was my death.

The streets were being roamed by those who also ended up in Hell. People who did bad deeds. Albeit that, they still ended up in such a beautiful place. This couldn't have been real.

'Child, what made you think this was heaven?' A person in front of me appeared and I flinched backwards slightly. They came out of nowhere. Their tone and their choice of wording could only make me conclude that this was, in fact, a demon. There was nothing that truly defined them. They seemed very androgynous, and so was their voice. Hair cut to their chin, and plain clothes that you would see on an extra in a high school movie. A blank white shirt, light coloA sheepish look waon my face as I looked at the being in front of me.

'This isn't exactly what I was expecting Hell to be like.' The only way I had heard of the afterlife was Heaven and Hell, and that Heaven would be a place where you could live out your afterlife with joy and nothing wrong with you, and Hell would be a place where there would be screams filling your ears, being mercilessly tortured. This wasn't like that at all.

The being's eyes trailed over my face, and then I saw what the otherworldly features were on these demons. The black eyes that really showed the void in the world were the most notable, other than the tiny horns protruding between the being's hair. At the base, it was the person's skin tone, although it faded the farther it got up into a dusty red color. I didn't doubt that there could be more signs, but it was all that caught my eyes.

The being's pale hand was extended, as ifld only describe as anguish filled mrenaline raced throughout my body as all I saw was what could be seen as static. Ringing filled my ears, along with distant screams that we're relentless. They got louder and louder, only then taking the form of the people I knew before my death.

Mumma. She was yelling at me, disappointed for how I was failing with my grades, and yet again me not finding a job. She truly believed I refused to get a job as a sign of disobedience.

Dadda. He was an alcoholic, and his words slurred into the familiar argument of me becoming a failure. He would encourage horrible things, and often yell for my removal from this household.

I forced my eyes open, beginning to see what took the form of demons crowding me angrily, ready to cause my greatest fears to become true. An afterlife full of torment.

And then the grasp left my hand, and I could finally breathe. My lungs felt as if they were on fire, and the ringing in my ears stayed consistent. My eyes slowly looked up to see the being with a finger across their mouth, a coy smile spread across their face.

'This place is only nice on the outside, child.'

It seemed as if the being was gone in the blink of an eye, leaving only the reminisce of smoke in their wake. My jaw clenched anxiously with the thought of this afterl",Human,Human-Novice,7,0.09,,,
j3wzrmj,11,You just discovered your 14 year old daughters Moon Princess locket that allows her to transform into one of the worlds greatest heroes. It also is a communications device and you are about to give the Moon Goddess a piece of your mind for letting 14 year old's defend the world against evil.,"""Anabelle, how lovely to hear from-... You're not Anabelle,"" the image of the ethereally-beautiful and pale figure declared.

""No I'm not,"" I said through gritted teeth. ""Explain why you know my daughter.""

""You must be her father. I see. Where is Anabelle?""

""No, no, I'm the one asking questions. Who the fuck do you think you are?"" I snarled.

The delicate eyebrows of the Moon Goddess furrowed gently. ""That's not an appropriate tone-"" she attempted to chide.

I barked in harsh laughter, interrupting her. ""Like hell it isn't! I have half a mind to smash this thing right now! Only reason I haven't already is because Annie begged me to at least talk to you first. So talk.""

The Moon Goddess sighed and smoothed her far-too-sheer dress. ""I'm glad Moon Warrior Anabelle is well. What did she tell you?""

""She told me enough,"" I said. ""She told me that this gem thing basically turns her into a superhero to fight the, what did she call it?""

""The Shadow that lurks in the hearts of men?"" she offered helpfully.

""Yeah, that. Makes people into monsters. You have my daughter fighting goddamn monsters!"" I shouted. ""What's wrong with you?""

""What's wrong, sir, is that I've been sealed away from the Earth, unable to protect it. People are dying. Your world will fall under the Shadow if nothing is done,"" she said, limpid eyes imploring me.

But I was unmoved. ""One of those people could by Annie,"" I said. ""This is wrong. Why her?""

""Only those with love in their heart, pure and true, could hear my call. Your Anabelle answered. She recognized the threat posed by the shadow. She is a remarkable girl.""

""I know,"" I said quietly. I thought hard. ""You said those with a pure heart could hear you, but I can hear you now. What's different?""

""You have a Moonstone, one of five that I could create. It allows our connection and allows me to transform Anabelle into a Moon Warrior,"" she explained.

""Would it only work on Annie?"" I asked.

The Moon Goddess pondered a moment. ""I suppose not. After all, you can reach me with it. But the user's love must be pure and burn bright, or else the Shadow will defeat you.""

I nodded grimly. ""Believe me, Moon, a father's love definitely burns bright. Annie's not going to fight for you anymore. I'm taking her place as Moon Warrior Dan. And I'll be talking to the parents of any other kids too. Take it or leave it, but nothing, no goddess and no shadow, will endanger my kids!"" I shouted, triumphantly engaging my transformation sequence.",Human,Human-Advanced,1700,0.09,,,
j3y6kbo,11,You just discovered your 14 year old daughters Moon Princess locket that allows her to transform into one of the worlds greatest heroes. It also is a communications device and you are about to give the Moon Goddess a piece of your mind for letting 14 year old's defend the world against evil.,"I open the locket, slowly and a beam of pink light shines out, filling the room. My eyes open wide and I glance to the hallway, where my daughter's kitten steps backward and lets out one big hiss.

""Molly."" I call out hoping to hear my daughter's voice, but instead I hear birds chirping.

""Molly!"" I yell this time.

""Hello."" I hear. She sounds both young and old at the same time, high pitched but somber too. ""I am the Moon Goddess. You must be Molly's mother.""

""I am. Who exactly are you and what have you done with Molly?"" I ask, trying to control my own voice.

""I am the night.""
""Where's Molly?"" I say again.

""I said, I am the night!"" She exclaims using one hand to point above her. ""I protect against those who use darkness to shield themselves.""

I roll my eyes. ""Then why is my house glowing pink. Never mind. My DAUGHTER!""

""She has turned fourteen and is now old enough to take her rightful place by my side.""

I stomp my foot. The sound scares the kitten into running down the stairs while yowling.

""Fourteen is not old enough to even roll her eyes without my permission, now bring her back home this instant."" I yell.

""I am the moon goddess and she is my daughter. She was birthed from my glow and sent to earth until she was ready. . .""
I cut her off before she can finish. I close the locket, scream and reopen it. The pink light now shimmers making me even angrier.

""She is fourteen. She is my child. I have adoption paperwork and a birth certificate that say so. If she wants to be a moon princess when she's eighteen, she is free to do so then. I think fighting evil should wait until she's graduated college, but that choice will be up to her. Until then, evil is your job.""

""College?"" The moon goddess pauses. ""College?"" She croaks.

""Education. School. She can study anything from premed to art history."" Please not art history, I think.

""Education? Really? Don't you just have her download the information?"" I hear the cracks in her magical voice.

I shake my head. ""NO! She's a freshman in high school. Teachers give lectures. She reads textbooks, does homework, takes tests and learns the hard way.""

""She doesn't know how to fight evil?"" The moon goddess asks.

""NO!"" I scream. ""Now send MY daughter back to me right this instant!""

I take a deep breath and the shimmering gets brighter until I have to close my eyes. I feel a touch on my shoulder, and there she stands, just slightly smaller than me, her face tilted upwards. I shake and clutch her. I sob into her hair. Her hair. Her hair is pink.

""Her hair!"" I yell into the locket.

""Sorry."" The moon goddess is gone. The lights go out and I take one step back to turn the lamp on.",Human,Human-Intermediate,208,0.09,,,
j42m4p7,11,You just discovered your 14 year old daughters Moon Princess locket that allows her to transform into one of the worlds greatest heroes. It also is a communications device and you are about to give the Moon Goddess a piece of your mind for letting 14 year old's defend the world against evil.,"""Ah, my dear. Welcome ba-,"" The lady in a billowing dress paused suddenly. ""Wait. You aren't Isabella.""

I glanced at the locket I swiped from my adoptive niece (not official) before looking back at the floating woman with the glowing skin. So, she was telling the truth, huh?

""Yeah, sorry."", I replied. ""Bella is a bit busy right now explaining things to her mother. I swiped this from her while she was distracted."" I hold out the golden, cresent moon locket in question to this lady.

""This important?"" I asked.

""That is not yours to use,"" the woman spoke sternly. She looked young, but that glare she was giving me gave me the impression she was older than she let on.

""Hm? Why not? Worked just fine a moment ago. By the way, nice place. The room really gives off that magical girl vibe,"" I gesture around to the pink room full of cutesy decorations and soft fabrics.

""You aren't worthy to be one of my princess warriors. Return it to Isabella immediately.""

""Or what?"" I hung the locket in front of me from my hand. Silence follows and I could see the gears in her head ticking. Not used to someone saying no, eh?

""That's what I thought. So, let me cut to the chase. I have questions and something you want. You have answers. Let's negotiate, shall we? Know how that works?""

If looks could kill, this lady would have murdered me dead. ""I have nothing to say to you.""

I shrug. ""That so? Well then, answer me this then. Do you know in what condition Bella is in right now after doing one of YOUR errands?""

The lady shifted inquisitively, but stayed quiet.

""Multiple lacerations. Black eye. Fractured bones. And, let's not forget, the multiple people who are now in the hospital because of that thing she fought."" Anger was slipping into my voice. The lady didn't react. Good. She isn't watching my other hand. The one NOT holding the locket.

""So, I want you to tell me, in explicit detail, of why the hell a 14 year old girl is doing your dirty work? Cause either you tell me, or I will-.""

""You will do nothing,"" her voice boomed off the walls. Shaking the place from the force.

""I'm the one with power here!"" She continued. ""You will do NOTH-.""

BANG! BANG!

""Ahh!"" The lady screamed in pain as two spots of blood began to appear on her elegant outfit. She crumpled onto the floor into a heap as I walked over to her and put my foot on where the wound was. Getting another screech of pain from her.

""I don't think YOU understand the situation here, Missy."" I put my still smoking gun to her head, burning her forehead with the hot metal. Her eyes, once wrathful, were now fearful.

""I'm the one who's in control. Not you.""",Human,Human-Novice,10,0.08,,,
ja0rozz,12,"You wake up in the middle of the night, your arm hangs over the side of your bed. It's pitch black & your room is shrouded in deep shadow. Something unseen seizes your hand. You grasp it tightly, knowing that first impressions are important & a firm, confident handshake establishes dominance.","""My father always told me to look a man in the eye when you shake his hand,"" said Tyler. He spoke firmly and confidently into the dark of his bedroom, hand clasped tightly around�something, just under his bed frame. ""I can't very well look you in the eyes if I can't see you, friend.""

""Not a man,"" said a quiet voice, muffled behind the bedskirt. ""Not a friend,"" it said louder.

Tyler tightened his grasp. ""That's my fault, friend,"" said Tyler, ever cool in awkward social settings. ""I should not have misgendered you. You see, my father was old school, and I should probably modify his sayings for the modern age.""

""Not a friend,"" said the voice again.

""Well, I'd hate to break it to you, friend,"" said Tyler jovially, ""but where I come from - which just so happens to be here - a handshake that lasts this long is called holding hands. And if we ain't friends holding hands, then we must be lovers.""

""Lovers?"" Said the voice noticeably caught off guard.

Tyler's father had taught him many things in life. The handshake thing, sure. Something about never trusting a fart after Tijuana Tuesday - another truism Tyler would need to modernize. But one of the most important things Tyler's father had taught him was this:

If you're caught in a bad situation, always be the craziest one in the room - no one wants to mess with crazy.

""You heard right,"" said Tyler quietly. ""We must be lovers. You're already in my bedroom, you're holding my hand, what's next, my sweet underbed lurker? What will we do with all this pent up�energy?"" Tyler extended his index finger and began to lightly stroke whatever it was that he was holding.

Tyler heard muffled grunts as the being struggled to release itself from his grip. ""Stop! Stop!"" Shouted the voice. ""Dude, what the fuck is wrong with you?""

Tyler held strong. ""Dude? What a cute pet name for me. I think I'll call you honey!"" Tyler crooned. ""Come on up, honey! Let's see what kind of trouble we can get into.""

Tyler felt the being below him thrash about under his bed, it's body slammed against the underside of his box spring and rang loudly throughout the quiet house. ""Seriously, dude. Let me go!"" Said the voice. ""I promise, I'll leave, just let me go."" The voice sounded scared. Desperate.

Now it was Tyler's chance to put to practice another of his father's wise words:

If you ain't gonna eat it, let it go quick.

""I always was more of a catch and release fisherman,"" Tyler said. ""You be good now, though. I don't want to hear about you holding hands with other lovers around town, honey. I'm a jealous man,"" Tyler said.

He loosened his grip and let go. Tyler heard the sound of claws against his hardwood floor as whatever it was scurried away as fast as it could.

Tyler fell quickly back to sleep, unfazed by his impromptu midnight hand holding session.

Shortly after falling back to sleep he felt a pressure on his chest. He opened his eyes to see his sleep paralysis demon staring back at him.

""Hey there good-lookin,"" he said cheerfully.

""Don't you 'good-lookin' me!"" Said the Demon. ""What the fuck was all that 'honey' shit earlier? You thought I wouldn't see that?""

Tyler exhaled loudly. Another truism of his father's:

Try as you might, you can't out crazy crazy.",Human,Human-Advanced,2000,0.32,,,
ja14bd3,12,"You wake up in the middle of the night, your arm hangs over the side of your bed. It's pitch black & your room is shrouded in deep shadow. Something unseen seizes your hand. You grasp it tightly, knowing that first impressions are important & a firm, confident handshake establishes dominance.","You're still groggy from being woken, but you remember your father's advice. ""Son,"" he used to say, ""a firm handshake makes a good first impression. Whether it's a business deal or after a good fight, it's a sign of respect!"". His chest would always swell with pride at those words. Your throat tightens for a moment from the memory, a dampness, not wholly attributed to sleep, around your eyes.

But now is not the time, you remind yourself. You can miss your father later. Now, you must focus on the handshake. Its grip is strong, so you match it in strength and add just a little more. A man of noble standing, judging by his form.

As you shake it, it feels strange. Like a hand, to be sure, but not quite right. You focus on the sensation. Leather, smooth and cool, quite supple too. Definitely gloved. A man of some wealth, judging by the quality.

Suddenly, you realise why it feels strange. You count the fingers. Surely not. You count again. Yes, six. Definitely six. In the darkness, you reach under the pillow for your sword, an unseen smile creeping across your lips.

You decide to break the silence. ""Hello"" you say. ""My name is Inigo Montoya...""",Human,Human-Intermediate,282,0.25,,,
ja3dbpk,12,"You wake up in the middle of the night, your arm hangs over the side of your bed. It's pitch black & your room is shrouded in deep shadow. Something unseen seizes your hand. You grasp it tightly, knowing that first impressions are important & a firm, confident handshake establishes dominance.","My eyes bolt open, as something grabs my hand. I respond, firstly, by going for a handshake. ""Well, hello there."" Then I hear a frightened whimper, and I look down. The ""monster"" that had seized my hand was small. A little one, were it human. ""Mister, I can't sleep. I'm scared."" It, no, she says in a sad voice.

I climb off the bed and sit on the floor, cross legged and curious. ""What's wrong, kiddo? Where are your parents?"" I ask.

""Gone. I can't find them, and I'm lonely..."" She begins to sob, and I break the handshake and pull her into a hug.

""There there, kiddo. Listen: I'll help you find your parents, but I need to know some things first."" She looks at me, her bright orange sclera discolored from what must be the latest cry.

""I am Kythe."" She says. ""Mommy's name is Etrek, and Daddy's is Kir."" I raise an eyebrow, and take the names down, confirming the spelling, in my phone.

""Have you eaten recently?"" I ask, and she shakes her head. ""I'm sure I've got something you can eat. You ever have pizza rolls?"" I stand up, supporting her frame with one arm while I use the other to pull myself up.

""What's pizza rolls?"" She ask, and I smile.

""Little fried pockets of yum. Come on, you look like you're just skin and bones."" And so, we went downstairs.",Human,Human-Novice,3,0.1,,,
iy9az9h,13,"Your Significant Other has landed a book publishing deal! You're very proud of them, even if you don't actually enjoy their writing. One day, on a whim, you buy an actual copy in a book store. It's nothing like the pages they gave you to read. Nothing.","He pleaded with me as I packed my suitcase. ""It's doesn't mean anything. It's just fiction.""

""Based heavily on your actual life,"" I spat, tossing several shirts into my luggage. ""And you and I both know that's bullshit because if it was just fiction, you would've shown me the real pages you wrote. Instead of just stroking my ego to keep me quiet.""

I'd been so proud of him when he'd gotten the book deal. I knew how many years he'd spent trying to make it as a writer, all the novels he'd left unfinished, all the rejection letters he'd got. I'd comforted him after every single one. Until finally an offer letter.

When I asked to read the book, he hesitated. It went over my head then, the way his eyes flooded with fear when I asked to read a couple pages. I just thought he was heady with champagne. He e-mailed them to me a few days later. Truthfully I was impressed but surprised the publishers had gone for it. His writing was beautiful, it always was. The characters were pulled straight from life. He might've changed a few names but clear as day I recognized his mother, his friends, his brothers. Even me. He'd included bits and pieces of our story, only the good parts which I was grateful for, even though deep down I felt it left the book without much conflict.

Little did I know, I'd only gotten the friends and family version.

""Did you really think, I wouldn't find out? That no one would find out?"" I yelled. ""That I am so easily appeased and illiterate that I wouldn't buy my own fiance's book?""

He sighed, ashamed. ""I... didn't think it would matter.""

I scoffed. ""You didn't think it would matter that you tore me shreds in your book?""

""I changed the names!"" he desperately reminded me. ""It's not like anyone knows that it's you!""

""EVERYONE KNOWS THAT IT'S ME!"" I roared. ""WHO ELSE IS IT SUPPOSED TO BE?!""

I'd picked up a copy of the book yesterday, practically giddy when I saw it displayed front and center at our favorite bookstore. That giddiness turned to horror when I actually started reading it. He'd written about everything. Every single detail I shared with him in confidence. My parents, my depression, my mistakes... my assault. Raw and exaggerated, it was all out there for everyone to see.

And, see they did. Suddenly all the hushed whispers and side glances I'd been getting at work and from friends made sense.

He begged me to stay but I refused. I couldn't spend another night in the apartment, looking at his face. If I could've fit the last three years in the suitcase and taken it with me, I would've. I settled for a couple of outfits, some shoes and what was left of my dignity.

As I stood in the elevator waiting for it descend to the ground floor, I ruminated on all the times he'd kissed me on the forehead and called me his muse.

I used to think it was a compliment.",Human,Human-Advanced,779,0.11,,,
iy9pmac,13,"Your Significant Other has landed a book publishing deal! You're very proud of them, even if you don't actually enjoy their writing. One day, on a whim, you buy an actual copy in a book store. It's nothing like the pages they gave you to read. Nothing.","I have to admit, seeing my partner's novel in colourful, glossy piles in the windows of the biggest bookshop in the city felt good. He'd been working on it for more than two years, while I paid the bills, and when he'd sent it away to a big publisher, the arrival of a massive, ''''50,000 advance cheque had been amazing.

Bill had done most of the work, but I'd done my bit: it was one of our rituals to read a few pages together, every Sunday afternoon and discuss the character, plot, and future developments. Bill preferred it that way. I left him alone for the rest of the week as he said he could concentrate better that way. In a little office he rented. No distraction.

I'd been looking forward to getting my hands on blisher didn't give him an advance copy , if only toshing? Maybe they do it all by email these days? Well they're paying, so I guess they get to call the shots.

There'd been a big publicity campaign, telling people how good the novel is. Transformational, one called it. Bill's been giving interviews and telling people how it's all based on his own life experiences. There's been so much hype that the queue to buy it snaked round the block. I'm so proud'

My heart skipped a beat as the bookshop staff unlocked the door and the crowd surged forward, which caught me by surprise. They'ï��n from the way the crowd were buying the copies, they would be sold out soon!

I hugged my precious copy to my chest and made my way to the checkout.

'I've heard it''''oShades! Better, even!'

'Erotic fantasy? But I thought it was a mystery novel''

'Oh no. It's about a bored husband who manages to sleep with every woman under the age of 70 in his entire street! He tells his wife he's writing a novel, but sets up a shag-pad and gets to it'

I di",Human,Human-Intermediate,287,0.06,,,
iy8oqax,13,"Your Significant Other has landed a book publishing deal! You're very proud of them, even if you don't actually enjoy their writing. One day, on a whim, you buy an actual copy in a book store. It's nothing like the pages they gave you to read. Nothing.","""What is this? What?"" I said in shock, turning the pages in the bookstore. But why did I say it? And turning the pages of what? None other than the book written by my significant other, or my wife as I call her. Hardly the occasion for shock and surprise, you'd think. Surely I'd read the book before it was published. And I had. When she got her book deal and handed me a copy of the manuscript, I'd read every word, beaming with pride, even if I didn't actually enjoy the writing, though I might have. And that was that, or so I thought. ""The book is getting published, and off it goes to the shelves, and that's it. Same book I just read"", I said to myself. But one day in a bookstore, a strange thought occurred to me. An odd notion, almost as if it was beamed into my brain by some incredibly advanced alien species, far beyond the cosmos, their machinations totally unknown to us. ""Why not buy the book?"" I thought. ""What if I, just out of nowhere, right here in this bookstore, buy my wife's own book?"" I picked it up and paid the price. But I paid the price in more than one way. While flipping through the book, I felt shock. I felt terror and fear. ""Wh-what is this?"" I stammered as I threw the book to the floor. It was completely different. The entire book had changed.",Human,Human-Novice,-21,0.09,,,
iycjxj2,14,"Your wife has an estranged sister that you have never met. She was murdered in a cold case soon after you were married. You brush off your wife's new strange behaviour after the murder as grief. Until you find an old family photo of your wife as a kid, you shiver a","If anyone had asked me what horror was, up to half a minute ago I would have definitely answered something on the lines of ""demons"" or ""zombie apocalypse"".

But nothing could have prepared me for the shock of seeing two identical faces, two indistinguishable beings staring back at me from the yellowed photograph that fell out of my wife's sister memorial.

The more I stare at the picture, though, the more subtle differences I notice. I could definitely tell my wife from her twin in the picture; maybe for the fact that her smile never had that grinny appearance, maybe because her eyes are a lighter shade of brown...
Wait, what color are my wife's eyes?
With all the commotion, I haven't had time to notice, lately. I always complimented her about the expression of her eyes, their ability to communicate her feelings, her emotions to whoever she was talking to.

As I turn the picture over, a single sentence made the last of my securities disappear:

""I have always admired you. Always wanted to be like you. Always wanted to be YOU"".",Human,Human-Advanced,1100,0.08,,,
iyea2aj,14,"Your wife has an estranged sister that you have never met. She was murdered in a cold case soon after you were married. You brush off your wife's new strange behaviour after the murder as grief. Until you find an old family photo of your wife as a kid, you shiver a","A vase whizzed past my head, causing me to jump in shock.

""WHO ARE YOU?!"" roared my husband, rushing up to pin me between his massive arms. I shrunk against the wall, terrified.

""What are you talking about? I'm your wife!"" I cried, seeing fear and rage in his eyes, and something else. Something... unhinged.

""Are you? Because you changed after we got married. After your sister died. Y'know, I always thought it was weird that you didn't want me to meet her. But now, finding the picture? It all makes sense. You replaced her. You killed my Natalie, and you took her place."" He removed one of his arms and dug around in his back pocket, pulling out a picture of my twin sister and I when we were teenagers; hugging, smiling, wearing intentionally ugly matching outfits.

""You... you think I'm Helen?"" I gasped, my voice quivering and my knees shaking as I reached for the photo. I held it lovingly, anger growing in me as I knew he'd found the photo by rummaging through my things.

""I know you're Helen. Our daughter doesn't look at you the same way she used to. You don't smell the same way you used to. You stand different, walk different. You don't like your favorite foods anymore. Trauma can change a person a lot, Helen, but it can't do that."" he was raving, ranting, beginning to pace throughout our living room.

""My sister, my Helen, died in another state, James! I wasn't anywhere near her that night! I was here, with you, planning OUR WEDDING DAY. Remember that? Lovely ceremony, about 3 years ago? And you're right, I have changed! And it's not just trauma!"" I said, opening the hallway closet to grab a broom for the vase shards, ""I wanted to do something, anything to keep my sister alive. So I started using her favorite beauty products, hence the smell change. I salvaged some of her favorite clothes and heels from the donation piles, thus my posture change. You walk different in stilettos than you do in flats, James. Corsets make you stand straighter, James. I've changed intentionally, to be more like Helen, to keep her alive in me.""

I could see the gears turning in his head; logic was winning out. ""But what about Ava?""

""She's SIX, James! She doesn't want to be glued at her mother's hip all day anymore! She wants to play with dolls and run around the backyard and eat fuckin' lip gloss!"" I filled the dustpan and emptied out the shards into the trash, heartbeat racing.

Somewhere above us, I heard a shuffling and a thud. ""Great, she was eavesdropping. I'll go soothe her while you sit down and think about what the hell you just said to me."" I said, wiping my hands on my apron and walking upstairs.

""Ava, honey? Are you all right?"" I said, knocking on her open door.

""Mommy, why is daddy so scary lately?"" she hugged my waist, hiding herself in the folds of my skirt, ""Is it because of the accident?""

""Yes, baby. It's because of the accident."" I said, smoothing down her hair.

James used to ride a motorcycle every day. Used to. One day last year, he got t-boned by one of those little ice-cube shaped mini-cars. Flew 30 feet. The phone call I got from the hospital filled me with the kind of dread I'd only ever felt once before; when I was informed by my parents that my twin sister had been found shot in her local park while jogging, a casualty of a gang's civil war.

He was in a coma with severe brain swelling for a full month. And when he woke up, he was different. More aggressive, more paranoid. Gaps in his memory. The doctors said it was a miracle he survived. As I held my sobbing daughter in my arms, and faintly heard my husband booking a session with his therapist downstairs, I wondered if it was any miracle at all.",Human,Human-Intermediate,204,0.08,,,
iyj6vgn,14,"Your wife has an estranged sister that you have never met. She was murdered in a cold case soon after you were married. You brush off your wife's new strange behaviour after the murder as grief. Until you find an old family photo of your wife as a kid, you shiver a","Her quitting her job after the marriage licence was signed didn't seem like a big deal. Even when she started a totally new line of work. Everybody needs change once and a while, right? And the fact that her new nickname was Saf when her name was Avery could just be preference. Right? I dug out her childhood memorabilia one day after she left for work. Digging through the seemingly insignificant old photographs, I came across an art project clearly made by very young girls. In mismatched script it read 'Safina and Avery: also known as the Besmin Twins' I squinted, as if the sparkles would reveal to me what was going on. But I stowed everything away and pretended everything was normal when my 'wife' returned home. As she took out the pasta to make did immediate. Fuck. But I didn't know what she would do if she knonly way I could think to answer the question. She may have responded, but I was too busy trying to figure out my plan to notice. That night, we were in bed. I waited until the dead of night before I got up. 'August, babe, what do you need?' she asked in a sleepy voice. I wasn't one for getting up at night. 'Just a drink' I tried to use a sleepy tone. I slipped on my slippers by the door, and grabbed my phone from where I had left it on the couch. I quietly transcribed the numbers on my phone as quickly as I could. I knew if I took it, she would come for me somehow. Mom- 0000-00-0 : 2 Winston Drive, Elmhurst MO I heard someone moving . 'What's going on August' my 'wife' asked sleepily. 'I-I just remembered I ha bound to take me a few hours at least.' I was surprised at my ability to come up with something that sounded at least semi realistic. 'Oh, okay. I'm going back to bed. Let me know if you need anything.' Perfect. She didn't suspect a thing. I waited, typing nonsense on my computer to keep up the story, until I figured she must be back asleep. I quietly flicked , I heard it crunch under my tire, the l",Human,Human-Novice,2,0.05,,,
